Date,Year,Month,Day,DayOfWeek,Station,AQI,AQI_Category,PM2.5,PM10,NO2,SO2,O3,CO,Temperature,Humidity,Wind_Speed,Rainfall
2026-04-10,2026,4,10,4,IDA Pashamylaram SPCB,155.0,Moderate,76.5,63.0,2.7,9.9,7.8,10.1,20.1,76.66666666666667,1.0,0.0
2026-04-10,2026,4,10,4,Sanathnagar SPCB,115.0,Moderate,64.5,0.0,7.8,4.6,6.9,8.4,28.7,55.66666666666666,0.5666666666666668,0.0
2026-04-10,2026,4,10,4,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-04-10,2026,4,10,4,Uppal SPCB,91.0,Satisfactory,54.6,35.0,8.8,2.9,43.7,6.4,25.0,50.0,5.0,0.0
2026-04-10,2026,4,10,4,Zoo Park SPCB,120.0,Moderate,66.0,74.0,2.7,0.8,9.6,0.4,28.666666666666668,67.66666666666667,0.2666666666666666,0.0
2026-04-11,2026,4,11,5,Balanagar SPCB,153.0,Moderate,75.9,77.0,16.0,5.5,9.5,0.1,21.926666666666662,70.66,0.0533333333333333,0.0
2026-04-11,2026,4,11,5,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-04-11,2026,4,11,5,IDA Pashamylaram SPCB,151.0,Moderate,75.3,58.0,2.4,8.1,7.0,5.7,19.83333333333333,78.33333333333333,0.3,0.0
2026-04-11,2026,4,11,5,Sanathnagar SPCB,94.0,Satisfactory,56.4,0.0,7.9,4.7,6.7,8.5,29.73333333333333,53.333333333333336,0.7333333333333334,0.0
2026-04-11,2026,4,11,5,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-04-11,2026,4,11,5,Uppal SPCB,91.0,Satisfactory,54.6,43.0,18.2,2.6,14.2,6.3,25.0,50.0,5.0,0.0
2026-04-11,2026,4,11,5,Zoo Park SPCB,157.0,Moderate,77.1,107.5,2.9,0.8,10.0,1.6,28.33333333333333,64.0,0.2,0.0
2026-04-12,2026,4,12,6,Balanagar SPCB,136.0,Moderate,70.8,83.0,18.3,5.5,7.7,0.1,22.33,70.66,0.1266666666666666,0.0
2026-04-12,2026,4,12,6,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-04-12,2026,4,12,6,IDA Pashamylaram SPCB,151.0,Moderate,75.3,58.0,2.7,8.4,7.6,5.8,20.066666666666663,83.0,0.5666666666666668,0.0
2026-04-12,2026,4,12,6,Sanathnagar SPCB,87.0,Satisfactory,52.2,0.0,2.6,1.6,5.5,8.9,30.925,57.66666666666666,0.4333333333333333,0.0
2026-04-12,2026,4,12,6,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-04-12,2026,4,12,6,Uppal SPCB,65.0,Satisfactory,39.0,49.0,33.3,4.0,2.1,6.4,25.0,50.0,5.0,0.0
2026-04-12,2026,4,12,6,Zoo Park SPCB,157.0,Moderate,77.1,107.5,2.6,0.7,9.5,1.6,28.125,64.75,0.375,0.0
2026-04-13,2026,4,13,0,Balanagar SPCB,157.0,Moderate,77.1,92.0,20.7,6.6,6.1,0.1,23.3125,70.66,0.055,0.0
2026-04-13,2026,4,13,0,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-04-13,2026,4,13,0,IDA Pashamylaram SPCB,98.0,Satisfactory,58.8,40.0,2.6,9.0,7.4,6.4,23.4,77.0,2.3,0.0
2026-04-13,2026,4,13,0,Sanathnagar SPCB,76.0,Satisfactory,45.6,0.0,8.2,4.9,6.3,7.9,30.4,49.0,1.1,0.0
2026-04-13,2026,4,13,0,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-04-13,2026,4,13,0,Uppal SPCB,97.0,Satisfactory,58.2,58.0,30.8,4.3,4.0,7.8,25.0,50.0,5.0,0.0
2026-04-13,2026,4,13,0,Zoo Park SPCB,79.0,Satisfactory,47.4,53.0,2.2,0.7,10.1,0.8,28.4,61.0,0.4,0.0
2026-04-14,2026,4,14,1,Balanagar SPCB,168.0,Moderate,80.4,119.5,30.4,5.7,3.1,0.1,23.0975,70.66,0.04,0.0
2026-04-14,2026,4,14,1,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-04-14,2026,4,14,1,IDA Pashamylaram SPCB,102.0,Moderate,60.6,41.0,2.8,8.2,8.0,7.0,20.6,71.0,0.6,0.0
2026-04-14,2026,4,14,1,Sanathnagar SPCB,88.0,Satisfactory,52.8,0.0,19.0,14.8,6.8,9.1,32.675000000000004,47.5,0.55,0.0
2026-04-14,2026,4,14,1,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-04-14,2026,4,14,1,Uppal SPCB,161.0,Moderate,78.3,80.0,37.3,4.3,6.8,6.7,25.0,50.0,5.0,0.0
2026-04-14,2026,4,14,1,Zoo Park SPCB,50.0,Good,30.0,26.0,2.6,0.7,9.9,0.7,28.5,59.5,0.275,0.0
2026-04-15,2026,4,15,2,Balanagar SPCB,185.0,Moderate,85.5,91.0,57.2,10.2,3.3,0.1,24.745,70.66,0.615,0.0
2026-04-15,2026,4,15,2,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-04-15,2026,4,15,2,IDA Pashamylaram SPCB,152.0,Moderate,75.6,59.0,3.0,5.4,8.5,9.7,28.1,66.0,0.3,0.0
2026-04-15,2026,4,15,2,Sanathnagar SPCB,85.0,Satisfactory,51.0,0.0,18.9,14.8,6.8,8.5,33.36666666666667,55.66666666666666,0.5,0.0
2026-04-15,2026,4,15,2,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-04-15,2026,4,15,2,Uppal SPCB,57.0,Satisfactory,34.2,21.0,17.2,3.6,27.3,4.5,25.0,50.0,5.0,0.0
2026-04-15,2026,4,15,2,Zoo Park SPCB,115.0,Moderate,64.5,71.0,3.4,0.8,9.7,1.6,28.433333333333334,59.66666666666666,0.3333333333333333,0.0
2026-04-16,2026,4,16,3,Balanagar SPCB,173.0,Moderate,81.9,82.0,57.1,10.1,1.3,0.1,27.5775,70.66,0.475,0.0
2026-04-16,2026,4,16,3,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-04-16,2026,4,16,3,IDA Pashamylaram SPCB,134.0,Moderate,70.2,53.0,3.1,6.3,8.8,7.6,20.2,90.66666666666669,1.4666666666666666,0.0
2026-04-16,2026,4,16,3,Sanathnagar SPCB,89.0,Satisfactory,53.4,0.0,17.8,4.7,6.4,8.2,34.4,59.0,0.925,0.0
2026-04-16,2026,4,16,3,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-04-16,2026,4,16,3,Uppal SPCB,89.0,Satisfactory,53.4,55.0,29.0,4.9,18.8,5.7,25.0,50.0,5.0,0.0
2026-04-16,2026,4,16,3,Zoo Park SPCB,87.0,Satisfactory,52.2,56.0,2.2,0.7,9.6,1.1,28.65,71.5,0.4,0.0
2026-04-17,2026,4,17,4,Balanagar SPCB,82.0,Satisfactory,49.2,43.0,33.0,7.4,4.1,0.1,24.06,25.63,0.7,0.0
2026-04-17,2026,4,17,4,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-04-17,2026,4,17,4,IDA Pashamylaram SPCB,102.0,Moderate,60.6,41.0,2.7,8.6,7.8,6.7,20.6,76.0,0.7,0.0
2026-04-17,2026,4,17,4,Sanathnagar SPCB,76.0,Satisfactory,45.6,0.0,20.5,4.8,7.3,8.4,35.1,53.0,0.7,0.0
2026-04-17,2026,4,17,4,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-04-17,2026,4,17,4,Uppal SPCB,76.0,Satisfactory,45.6,42.0,20.4,3.9,3.7,5.3,25.0,50.0,5.0,0.0
2026-04-17,2026,4,17,4,Zoo Park SPCB,89.0,Satisfactory,53.4,58.0,2.4,0.8,10.0,0.1,28.3,67.0,0.2,0.0
2026-04-18,2026,4,18,5,Balanagar SPCB,158.0,Moderate,77.4,115.0,69.8,16.5,4.3,0.1,25.2375,25.265,0.44,0.0
2026-04-18,2026,4,18,5,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-04-18,2026,4,18,5,IDA Pashamylaram SPCB,115.0,Moderate,64.5,47.0,2.6,8.0,7.4,5.5,21.875,86.0,0.95,0.0
2026-04-18,2026,4,18,5,Sanathnagar SPCB,90.0,Satisfactory,54.0,0.0,18.8,3.5,6.7,8.7,38.15,60.25,0.7499999999999999,0.0
2026-04-18,2026,4,18,5,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-04-18,2026,4,18,5,Uppal SPCB,65.0,Satisfactory,39.0,36.0,16.1,3.6,10.4,4.6,25.0,50.0,5.0,0.0
2026-04-18,2026,4,18,5,Zoo Park SPCB,113.0,Moderate,63.9,70.0,2.6,0.7,9.6,5.4,28.55,65.0,0.8,0.0
2026-04-19,2026,4,19,6,Balanagar SPCB,110.0,Moderate,63.0,63.0,18.2,4.7,7.7,0.1,27.11,25.9575,0.2975,0.0
2026-04-19,2026,4,19,6,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-04-19,2026,4,19,6,IDA Pashamylaram SPCB,107.0,Moderate,62.1,44.0,1.3,4.3,3.7,0.4,23.6,76.0,0.3333333333333333,0.0
2026-04-19,2026,4,19,6,Sanathnagar SPCB,65.0,Satisfactory,39.0,0.0,18.6,2.5,6.7,7.2,38.7,49.75,1.875,0.0
2026-04-19,2026,4,19,6,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-04-19,2026,4,19,6,Uppal SPCB,68.0,Satisfactory,40.8,48.0,18.0,3.8,21.1,4.2,25.0,50.0,5.0,0.0
2026-04-19,2026,4,19,6,Zoo Park SPCB,42.0,Good,25.2,22.0,2.6,0.8,9.9,1.2,28.3,50.333333333333336,0.5,0.0
2026-04-20,2026,4,20,0,Balanagar SPCB,108.0,Moderate,62.4,53.0,17.2,6.0,9.4,0.1,27.130000000000003,25.5025,0.22,0.0
2026-04-20,2026,4,20,0,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-04-20,2026,4,20,0,IDA Pashamylaram SPCB,76.0,Satisfactory,45.6,28.0,2.8,7.7,7.9,7.4,21.1,77.0,0.2,0.0
2026-04-20,2026,4,20,0,Sanathnagar SPCB,57.0,Satisfactory,34.2,0.0,16.5,5.1,5.9,7.4,32.7,32.0,1.8,0.0
2026-04-20,2026,4,20,0,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-04-20,2026,4,20,0,Uppal SPCB,76.0,Satisfactory,45.6,96.0,19.2,3.9,21.5,4.2,25.0,50.0,5.0,0.0
2026-04-20,2026,4,20,0,Zoo Park SPCB,78.0,Satisfactory,46.8,52.0,2.4,0.8,9.6,0.5,28.0,66.0,0.2,0.0
2026-04-21,2026,4,21,1,Balanagar SPCB,146.0,Moderate,73.8,90.0,35.8,6.5,3.5,0.1,27.136666666666667,25.816666666666663,0.66,0.0
2026-04-21,2026,4,21,1,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-04-21,2026,4,21,1,IDA Pashamylaram SPCB,76.0,Satisfactory,45.6,28.0,2.9,4.6,8.4,15.6,26.33333333333333,63.66666666666666,0.2,0.0
2026-04-21,2026,4,21,1,Sanathnagar SPCB,78.0,Satisfactory,46.8,0.0,18.0,3.7,6.4,8.1,34.075,49.25,0.8,0.0
2026-04-21,2026,4,21,1,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-04-21,2026,4,21,1,Uppal SPCB,70.0,Satisfactory,42.0,75.0,17.6,3.0,4.8,4.7,25.0,50.0,5.0,0.0
2026-04-21,2026,4,21,1,Zoo Park SPCB,70.0,Satisfactory,42.0,46.0,2.8,0.8,9.8,0.9,28.45,52.0,0.3,0.0
2026-04-22,2026,4,22,2,Balanagar SPCB,144.0,Moderate,73.2,83.0,26.0,8.9,3.3,0.1,28.0775,25.665,0.615,0.0
2026-04-22,2026,4,22,2,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-04-22,2026,4,22,2,IDA Pashamylaram SPCB,99.0,Satisfactory,59.4,40.0,3.0,3.8,8.5,7.8,23.1,71.0,0.2,0.0
2026-04-22,2026,4,22,2,Sanathnagar SPCB,79.0,Satisfactory,47.4,0.0,20.8,5.0,7.4,8.2,33.8,51.0,0.7,0.0
2026-04-22,2026,4,22,2,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-04-22,2026,4,22,2,Uppal SPCB,61.0,Satisfactory,36.6,50.0,16.0,5.2,30.3,4.7,25.0,50.0,5.0,0.0
2026-04-22,2026,4,22,2,Zoo Park SPCB,105.0,Moderate,61.5,67.0,1.7,0.8,10.2,1.4,29.0,62.0,0.3,0.0
2026-04-23,2026,4,23,3,Balanagar SPCB,153.0,Moderate,75.9,110.5,36.4,4.5,4.1,0.1,28.96,26.0325,0.575,0.0
2026-04-23,2026,4,23,3,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-04-23,2026,4,23,3,IDA Pashamylaram SPCB,152.0,Moderate,75.6,60.0,3.1,3.3,8.9,7.9,24.6,67.0,0.2,0.0
2026-04-23,2026,4,23,3,Sanathnagar SPCB,97.0,Satisfactory,58.2,0.0,18.5,6.5,6.6,10.8,35.9,46.0,0.5,0.0
2026-04-23,2026,4,23,3,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-04-23,2026,4,23,3,Uppal SPCB,68.0,Satisfactory,40.8,53.0,30.0,4.0,2.5,5.8,25.0,50.0,5.0,0.0
2026-04-23,2026,4,23,3,Zoo Park SPCB,76.0,Satisfactory,45.6,51.0,2.3,0.8,9.4,0.4,28.5,65.0,0.2,0.0
2026-04-24,2026,4,24,4,Balanagar SPCB,139.0,Moderate,71.7,72.0,18.8,6.1,168.3,0.1,30.762500000000003,25.865,0.37,0.0
2026-04-24,2026,4,24,4,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-04-24,2026,4,24,4,IDA Pashamylaram SPCB,143.0,Moderate,72.9,56.0,3.2,0.6,9.2,9.1,27.425,71.0,0.2,0.0
2026-04-24,2026,4,24,4,Sanathnagar SPCB,96.0,Satisfactory,57.6,0.0,20.2,8.1,7.2,13.0,34.65,51.25,0.3249999999999999,0.0
2026-04-24,2026,4,24,4,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-04-24,2026,4,24,4,Uppal SPCB,85.0,Satisfactory,51.0,55.0,36.5,3.2,4.0,5.2,25.0,50.0,5.0,0.0
2026-04-24,2026,4,24,4,Zoo Park SPCB,148.0,Moderate,74.4,87.0,3.3,0.7,10.1,0.1,28.475,66.0,0.2,0.0
2026-04-25,2026,4,25,5,Balanagar SPCB,120.0,Moderate,66.0,73.0,19.7,8.1,5.3,0.1,30.570000000000004,26.163333333333338,0.3833333333333333,0.0
2026-04-25,2026,4,25,5,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-04-25,2026,4,25,5,IDA Pashamylaram SPCB,116.0,Moderate,64.8,48.0,3.2,0.3,9.2,6.8,27.5,82.0,0.2,0.0
2026-04-25,2026,4,25,5,Sanathnagar SPCB,118.0,Moderate,65.4,0.0,19.5,3.2,7.0,10.4,34.6,43.5,0.5,0.0
2026-04-25,2026,4,25,5,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-04-25,2026,4,25,5,Uppal SPCB,99.0,Satisfactory,59.4,50.0,20.8,3.0,16.1,5.9,25.0,50.0,5.0,0.0
2026-04-25,2026,4,25,5,Zoo Park SPCB,70.0,Satisfactory,42.0,46.0,2.3,0.7,9.3,0.3,28.625,70.5,0.2249999999999999,0.0
2026-04-26,2026,4,26,6,Balanagar SPCB,110.0,Moderate,63.0,57.0,29.2,6.7,8.8,0.1,29.93,25.686666666666667,0.49,0.0
2026-04-26,2026,4,26,6,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-04-26,2026,4,26,6,IDA Pashamylaram SPCB,117.0,Moderate,65.1,49.0,1.8,1.1,5.2,8.5,27.4,69.0,0.5750000000000001,0.0
2026-04-26,2026,4,26,6,Sanathnagar SPCB,118.0,Moderate,65.4,0.0,19.5,3.2,7.0,10.4,34.6,43.5,0.5,0.0
2026-04-26,2026,4,26,6,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-04-26,2026,4,26,6,Uppal SPCB,78.0,Satisfactory,46.8,38.0,18.8,3.9,34.6,4.2,25.0,50.0,5.0,0.0
2026-04-26,2026,4,26,6,Zoo Park SPCB,148.0,Moderate,74.4,86.0,2.8,0.8,10.0,1.0,28.325,58.75,0.35,0.0
2026-04-27,2026,4,27,0,Balanagar SPCB,103.0,Moderate,60.9,58.0,12.6,5.2,9.2,0.1,30.33,25.89,0.42,0.0
2026-04-27,2026,4,27,0,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-04-27,2026,4,27,0,IDA Pashamylaram SPCB,107.0,Moderate,62.1,44.0,2.0,6.9,5.6,2.0,27.4,71.0,0.6,0.0
2026-04-27,2026,4,27,0,Sanathnagar SPCB,114.0,Moderate,64.2,0.0,17.9,54.1,6.4,11.9,34.0,52.0,1.2,0.0
2026-04-27,2026,4,27,0,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-04-27,2026,4,27,0,Uppal SPCB,34.0,Good,20.4,16.0,8.8,3.0,39.6,4.2,25.0,50.0,5.0,0.0
2026-04-27,2026,4,27,0,Zoo Park SPCB,130.0,Moderate,69.0,78.0,3.9,0.8,9.9,1.7,28.7,68.0,0.4,0.0
2026-04-28,2026,4,28,1,Balanagar SPCB,128.0,Moderate,68.4,54.0,13.6,6.8,10.0,0.1,28.343333333333334,25.49,0.5433333333333333,0.0
2026-04-28,2026,4,28,1,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-04-28,2026,4,28,1,IDA Pashamylaram SPCB,73.0,Satisfactory,43.8,26.0,3.2,1.4,9.2,7.3,27.4,68.0,2.2,0.0
2026-04-28,2026,4,28,1,Sanathnagar SPCB,53.0,Satisfactory,31.8,0.0,18.4,54.1,6.6,7.0,35.6,43.0,0.8,0.0
2026-04-28,2026,4,28,1,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-04-28,2026,4,28,1,Uppal SPCB,57.0,Satisfactory,34.2,21.0,21.6,3.3,4.2,4.9,25.0,50.0,5.0,0.0
2026-04-28,2026,4,28,1,Zoo Park SPCB,50.0,Good,30.0,26.0,2.3,0.8,9.9,0.3,28.3,55.0,0.2,0.0
2026-04-29,2026,4,29,2,Balanagar SPCB,102.0,Moderate,60.6,60.0,21.1,12.2,7.5,0.1,26.65,25.36,0.87,0.0
2026-04-29,2026,4,29,2,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-04-29,2026,4,29,2,IDA Pashamylaram SPCB,107.0,Moderate,62.1,44.0,3.1,0.6,8.9,1.8,27.5,71.0,0.9,0.0
2026-04-29,2026,4,29,2,Sanathnagar SPCB,74.0,Satisfactory,44.4,0.0,19.3,54.1,6.9,8.0,34.7,50.0,1.2,0.0
2026-04-29,2026,4,29,2,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-04-29,2026,4,29,2,Uppal SPCB,91.0,Satisfactory,54.6,48.0,28.3,3.9,2.8,5.9,25.0,50.0,5.0,0.0
2026-04-29,2026,4,29,2,Zoo Park SPCB,78.0,Satisfactory,46.8,52.0,2.4,0.7,9.4,1.1,29.2,56.0,0.5,0.0
2026-04-30,2026,4,30,3,Balanagar SPCB,85.0,Satisfactory,51.0,34.0,12.3,5.5,11.5,0.1,23.9875,24.8375,0.9125,0.0
2026-04-30,2026,4,30,3,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-04-30,2026,4,30,3,IDA Pashamylaram SPCB,117.0,Moderate,65.1,48.0,3.2,6.3,9.1,0.1,27.4,58.0,0.2,0.0
2026-04-30,2026,4,30,3,Sanathnagar SPCB,122.0,Moderate,66.6,0.0,19.9,54.1,7.1,15.1,35.7,42.0,1.2,0.0
2026-04-30,2026,4,30,3,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-04-30,2026,4,30,3,Uppal SPCB,68.0,Satisfactory,40.8,28.0,8.8,4.3,32.1,3.8,25.0,50.0,5.0,0.0
2026-04-30,2026,4,30,3,Zoo Park SPCB,99.0,Satisfactory,59.4,64.0,2.7,0.8,10.2,1.7,28.7,53.0,0.4,0.0
2026-05-01,2026,5,1,4,Balanagar SPCB,100.0,Satisfactory,60.0,50.0,17.0,5.8,11.8,0.1,26.36,25.7325,1.0725,0.0
2026-05-01,2026,5,1,4,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-05-01,2026,5,1,4,IDA Pashamylaram SPCB,75.0,Satisfactory,45.0,27.0,3.2,4.7,9.2,12.6,27.4,61.0,0.5,0.0
2026-05-01,2026,5,1,4,Sanathnagar SPCB,53.0,Satisfactory,31.8,0.0,20.6,4.1,7.3,8.7,35.2,41.0,1.2,0.0
2026-05-01,2026,5,1,4,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-05-01,2026,5,1,4,Uppal SPCB,153.0,Moderate,75.9,65.0,17.2,4.8,30.7,6.0,25.0,50.0,5.0,0.0
2026-05-01,2026,5,1,4,Zoo Park SPCB,66.0,Satisfactory,39.6,42.0,2.2,0.8,9.5,1.0,27.9,52.0,0.2,0.0
2026-05-02,2026,5,2,5,Balanagar SPCB,103.0,Moderate,60.9,191.5,16.3,6.6,8.0,0.1,26.15,25.03,0.92,0.0
2026-05-02,2026,5,2,5,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-05-02,2026,5,2,5,IDA Pashamylaram SPCB,129.0,Moderate,68.7,52.0,3.2,11.7,9.3,14.1,27.26666666666667,59.333333333333336,0.9,0.0
2026-05-02,2026,5,2,5,Sanathnagar SPCB,61.0,Satisfactory,36.6,0.0,17.3,7.5,6.2,7.6,35.266666666666666,39.333333333333336,1.1333333333333335,0.0
2026-05-02,2026,5,2,5,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-05-02,2026,5,2,5,Uppal SPCB,82.0,Satisfactory,49.2,19.0,8.5,3.8,36.5,4.4,25.0,50.0,5.0,0.0
2026-05-02,2026,5,2,5,Zoo Park SPCB,89.0,Satisfactory,53.4,57.0,2.1,0.8,9.9,2.3,27.96666666666667,50.0,0.4666666666666666,0.0
2026-05-03,2026,5,3,6,Balanagar SPCB,75.0,Satisfactory,45.0,32.0,10.5,6.8,222.0,0.1,20.613333333333333,18.725,1.14,0.0
2026-05-03,2026,5,3,6,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-05-03,2026,5,3,6,IDA Pashamylaram SPCB,57.0,Satisfactory,34.2,18.0,3.2,0.6,9.3,4.7,27.075,71.0,0.325,0.0
2026-05-03,2026,5,3,6,Sanathnagar SPCB,42.0,Good,25.2,0.0,18.1,7.3,6.5,7.1,35.3,46.25,1.125,0.0
2026-05-03,2026,5,3,6,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-05-03,2026,5,3,6,Uppal SPCB,38.0,Good,22.8,14.0,10.5,2.9,24.2,3.4,25.0,50.0,5.0,0.0
2026-05-03,2026,5,3,6,Zoo Park SPCB,81.0,Satisfactory,48.6,53.0,2.5,0.8,9.2,0.4,28.35,58.25,0.25,0.0
2026-05-04,2026,5,4,0,Balanagar SPCB,51.0,Satisfactory,30.6,13.0,11.6,4.9,7.2,0.1,23.4375,25.207500000000003,0.5825,0.0
2026-05-04,2026,5,4,0,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-05-04,2026,5,4,0,IDA Pashamylaram SPCB,89.0,Satisfactory,53.4,34.0,3.2,1.7,9.2,10.4,27.3,74.0,0.4,0.0
2026-05-04,2026,5,4,0,Sanathnagar SPCB,62.0,Satisfactory,37.2,0.0,20.7,6.5,7.4,9.5,38.95,60.0,0.7,0.0
2026-05-04,2026,5,4,0,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-05-04,2026,5,4,0,Uppal SPCB,91.0,Satisfactory,54.6,50.0,19.9,3.3,14.5,5.7,25.0,50.0,5.0,0.0
2026-05-04,2026,5,4,0,Zoo Park SPCB,76.0,Satisfactory,45.6,51.0,3.4,0.7,10.0,7.1,33.8,66.0,0.8,0.0
2026-05-05,2026,5,5,1,Balanagar SPCB,65.0,Satisfactory,39.0,29.0,12.8,3.7,15.5,0.1,29.47,26.2,0.29,0.0
2026-05-05,2026,5,5,1,HITEC City,70.0,Satisfactory,42.0,22.0,10.1,0.0,25.2,0.0,15.8,87.4,0.3,0.0
2026-05-05,2026,5,5,1,IDA Pashamylaram SPCB,89.0,Satisfactory,53.4,35.0,2.8,3.2,8.2,3.8,22.2,46.0,0.9,0.0
2026-05-05,2026,5,5,1,Sanathnagar SPCB,63.0,Satisfactory,37.8,0.0,10.1,5.0,3.6,7.4,30.7,30.0,1.0,0.0
2026-05-05,2026,5,5,1,US Consulate,93.0,Satisfactory,55.8,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.8,0.0
2026-05-05,2026,5,5,1,Uppal SPCB,53.0,Satisfactory,31.8,21.0,16.9,9.3,24.7,4.4,25.0,50.0,5.0,0.0
